SKU,Units_Sold,Views
422828,138,446
772097,795,1005
268738,134,256
296557,893,1323
705084,357,746
550546,568,988
152341,125,536
219619,534,927
234939,480,598
164188,672,1153
778666,871,923
815900,425,452
681135,824,983
272865,319,578
185537,268,576
561797,512,900
722899,286,677
489599,676,811
639976,994,1237
424906,863,1192
570322,563,638
635593,329,576
685724,288,552
880204,336,538
135997,131,586
635096,754,1185
769904,976,1328
448437,352,661
244623,554,966
610625,502,963
599454,341,815
370360,360,393
449230,843,1115
618858,180,325
319179,737,1008
838307,598,924
791325,452,797
837345,699,864
685686,590,756
609284,125,285
328756,58,343
449503,795,1229
330749,516,679
885858,813,1092
846559,416,894
144978,639,1016
883932,426,911
645406,823,1092
746085,292,482
858885,43,167
241745,875,1084
574665,956,1013
357729,618,651
689748,344,736
376749,42,305
190128,67,394
509659,715,849
657247,652,976
343067,104,476
496072,924,1166
752758,692,972
526536,806,1279
804307,882,1235
875986,242,706
772232,418,550
142252,298,466
830373,942,1374
221030,759,951
176598,728,1221
501696,577,798
422704,304,365
763796,315,628
488269,416,783
637747,910,1400
448933,927,1187
476341,431,635
531416,47,158
477816,965,1203
403242,859,1061
672276,118,354
278803,135,309
822845,809,961
142121,252,668
528686,336,546
152066,230,584
684792,190,343
602556,25,50
313952,759,1217
739303,22,57
218564,374,494
311550,934,1304
808419,70,274
175188,747,1135
315227,571,662
606130,676,907
550169,100,125
477869,497,782
414577,216,317
391117,531,1009
715163,70,393
222115,516,925
832931,333,415
699272,556,660
233923,552,756
422815,427,890
698084,661,1125
661597,728,910
130061,570,631
790304,467,890
741167,8,478
103689,303,397
394449,987,1143
749956,852,1223
822385,124,303
469436,665,959
666043,876,1235
413661,754,829
236779,826,950
799865,89,534
673879,953,1117
128213,104,138
689923,368,501
881492,665,1156
538970,440,655
609192,152,358
110555,77,101
96124,347,640
512150,916,1149
633353,907,1035
468458,188,266
115743,743,1210
530156,317,642
251733,387,762
872926,893,991
870007,795,873
123038,13,419
277929,991,1094
547949,439,567
165621,134,308
373333,194,389
281876,486,764
625400,416,827
220868,608,718
437184,43,58
605872,336,517
326567,807,1184
85961,125,250
600442,39,272
368008,270,641
143234,41,439
835374,654,708
269568,734,963
401575,788,992
764481,603,933
722677,570,896
506671,49,146
258247,241,416
740383,126,594
563485,80,213
699346,884,988
867936,185,546
473873,40,193
765812,425,885
444195,121,243
595166,105,378
388671,177,433
757802,440,847
606637,411,459
714355,26,98
420911,288,441
833836,599,939
418868,99,196
703663,781,1035
527165,109,290
780624,551,830
786812,47,315
697905,98,431
272709,283,762
506437,628,1066
521423,24,91
391828,176,490
393564,267,488
126500,231,502
399600,826,1091
820278,557,773
475022,136,166
301173,340,639
837077,794,1142
427638,868,1223
295266,19,430
353742,158,432
338730,296,319
247569,833,1111
880702,376,720
388880,265,283
279264,511,536
266332,864,1169
799084,525,847
696955,817,1164
215018,547,982
619955,858,1297
482278,864,950
315582,340,737
701744,809,974
833648,690,900
259336,918,1400
409641,770,987
508229,137,449
367618,843,904
865789,924,1058
894564,111,547
641451,198,574
245163,893,1101
191831,473,864
775025,489,946
112740,976,1460
659348,747,827
551805,767,1163
860761,336,463
810857,610,729
529359,973,1424
830720,527,749
591002,81,523
473666,183,385
181272,689,871
366764,906,1274
243836,888,1380
359967,950,1447
803382,75,316
544470,679,718
507194,350,724
593561,651,680
771578,521,999
603718,182,277
393574,252,375
136332,765,822
404789,299,613
448667,81,515
331689,60,190
799926,28,84
267712,260,308
704216,32,336
854427,416,915
729514,371,828
733121,379,520
561143,438,722
760557,406,845
87384,618,713
722539,111,481
171381,961,1112
387039,932,947
812197,310,617
328810,187,664
87748,117,186
893261,478,816
317066,401,845
409994,377,535
466937,272,433
704589,333,700
261893,424,681
306478,102,556
450100,461,798
476922,407,745
354638,677,912
726810,43,237
408745,317,543
153844,775,1018
393796,223,683
728731,544,1043
876044,358,397
537109,907,1396
550883,664,873
147277,745,776
658457,300,502
668114,557,857
744370,215,578
775651,275,699
643065,248,577
256823,713,824
124231,620,1093
745080,621,1064
266165,875,1282
297739,459,804
425267,81,155
451316,52,118
383684,287,757
720410,852,879
105469,880,965
724507,228,622
140008,509,969
807957,192,297
544593,951,1228
667883,252,458
559406,526,959
591619,879,1281
634808,917,1004
293586,411,746
582133,141,340
817558,52,159
857129,404,695
146435,69,235
773005,510,563
886597,670,944
563640,741,1113
299005,705,731
828444,235,586
161424,891,1028
763116,178,299
314800,252,541
569553,569,688
537168,907,1385
526841,231,298
740086,782,1273
806831,861,1134
862721,821,1224
647681,621,727
503071,54,411
152545,178,426
492448,397,630
819806,21,489
294137,489,946
761469,473,533
467700,270,733
695199,602,891
301368,363,716
429682,91,374
845797,139,151
313981,436,935
743845,100,367
831664,868,1297
154154,987,1439
498004,535,888
155743,864,1221
675673,748,980
88778,878,1211
687262,456,638
138459,1,23
755789,572,954
491185,760,1092
435630,726,979
464431,390,541
227598,128,507
107601,116,267
240575,937,1286
306623,940,1058
391649,600,785
211897,478,739
339742,287,549
291821,456,799
244078,361,458
543791,974,1013
142500,526,836
665607,342,819
808443,440,863
649744,296,707
769347,980,1162
97176,319,717
723773,254,386
613530,396,859
283535,952,987
223121,156,309
284269,490,588
866971,274,537
333225,890,1161
95992,764,1016
718138,996,1135
796350,914,1228
258798,166,650
339908,55,314
99704,635,1050
756436,80,506
844183,552,592
415365,699,922
715666,498,529
896600,215,294
423491,416,479
478428,525,634
858707,864,977
674879,402,430
528035,618,710
434445,906,1274
762115,864,1180
609495,273,642
300937,657,1026
626088,894,1058
509381,980,1234
817168,335,668
179603,96,352
195803,210,553
646769,975,1006
575442,61,281
862940,126,288
302511,355,531
124275,357,561
872831,670,795
336277,924,1283
273489,132,352
451945,360,831
484419,82,266
86674,706,1135
223309,59,527
873018,793,1005
436544,88,324
614010,302,601
440349,381,448
751280,113,136
249616,225,426
97538,97,454
134031,643,913
600582,749,1113
529642,789,921
617688,736,1213
705709,34,212
374574,815,1118
591182,108,254
190584,446,644
604616,863,1053
129740,922,1034
692959,10,130
857894,957,1370
536752,650,881
861655,397,666
415972,139,518
294391,432,855
177468,281,602
295966,117,191
140879,214,679
111888,184,443
498193,662,768
279766,342,473
898544,800,832
278488,135,394
532656,662,1060
143605,286,596
220314,329,509
420810,853,1136
457044,540,677
599807,778,1146
683387,312,339
501856,932,1252
201331,801,1245
869163,556,818
551700,587,906
488077,204,534
868139,506,993
797785,699,1042
182725,316,637
250508,932,964
167364,786,1254
531086,937,960
120110,927,1287
93843,762,1220
720162,425,627
866344,5,162
725802,11,69
398496,876,937
366945,625,656
652192,138,371
528639,448,896
641750,800,1094
153928,828,901
672438,6,42
293344,648,1102
81192,970,1416
774550,915,1401
335326,96,421
303366,959,1134
435742,129,469
327773,853,942
770537,654,1058
132231,960,1118
609038,274,646
718601,920,1178
210476,746,963
214074,242,565
850592,772,886
517211,414,844
760880,782,940
673328,112,407
746033,204,678
432499,4,433
310014,830,864
192323,209,451
83417,84,118
813324,369,670
702753,558,1019
436044,254,574
505372,345,406
505311,239,661
492089,283,338
334659,235,645
819397,422,458
202583,411,695
556933,181,388
857672,257,748
577328,709,1036
560667,366,645
641351,643,904
505629,559,878
688500,542,1006
244421,483,669
543390,194,502
648774,317,599
853973,147,263
84221,716,726
635771,266,739
85980,907,973
444832,161,356
678147,487,606
206645,724,941
369120,299,651
145869,280,735
338249,932,996
724872,928,1427
147791,909,1381
168083,177,567
742194,136,422
299387,318,567
171742,747,808
173917,913,1279
525770,616,916
411518,380,458
235527,222,286
678852,684,1136
385711,406,519
562407,326,783
428258,695,825
167252,142,365
587602,976,1455
417079,845,1091
220785,245,602
263165,280,420
456255,164,634
474210,443,798
892080,732,745
694834,735,817
110785,265,737
617164,518,722
115982,414,868
819731,497,639
263393,840,1224
291331,283,486
466949,962,1419
717092,201,559
90166,275,496
862350,542,901
564028,640,736
359778,423,853
729961,106,204
640758,85,337
694912,733,891
704389,381,632
246255,660,1007
441581,876,1190
248345,546,950
535514,801,933
670985,679,748
175137,798,1133
757731,106,138
430296,791,916
590946,330,419
726916,901,1103
350998,864,1309
278519,390,433
819485,852,872
318390,406,568
173026,981,1401
195240,454,805
848672,256,682
307443,174,664
381041,824,931
255624,827,1210
527927,797,1049
394199,91,380
485773,429,748
469010,138,529
238688,859,1245
799272,425,638
276038,718,832
637995,199,326
374711,829,1087
351822,723,996
410863,307,332
369521,412,800
698441,434,489
709258,71,386
496750,981,1269
412382,135,262
759382,757,1077
161785,301,404
849631,195,392
208565,289,486
637147,990,1350
872987,361,745
521017,936,1419
198498,257,278
501885,129,174
641696,289,691
271532,416,644
80477,67,537
352856,806,1246
856958,540,664
241898,516,753
501989,513,874
769577,551,607
529858,706,1204
605618,938,1084
105448,882,893
384935,525,833
401712,128,511
684316,243,548
115933,658,1014
165531,888,1298
284004,272,572
99962,996,1048
543465,522,603
715211,908,1314
604199,467,576
826407,541,1003
647474,956,1006
509944,180,292
82640,365,420
291493,353,569
635522,753,1094
624096,65,394
701121,17,386
140013,871,1057
739999,558,705
530148,443,606
116032,738,1210
267447,138,424
300918,639,826
606870,327,454
697203,657,1050
846823,637,950
263283,816,1226
626444,847,1262
571130,260,324
679548,144,429
593594,857,1184
517558,975,1394
867957,913,1032
283176,154,279
89099,995,1105
374050,994,1188
219146,474,526
295720,564,664
102502,694,1193
240003,234,307
262234,444,694
722655,358,548
466175,679,1052
789934,204,672
771355,768,1007
514401,953,1342
818544,891,985
339610,639,716
266374,927,1019
88028,938,1316
685564,160,511
470097,104,204
403408,440,478
156964,955,1294
256002,560,968
624329,923,1082
424591,999,1403
195293,272,392
454298,310,495
697668,945,1343
212913,796,1001
673080,277,409
211295,816,1029
845539,895,1277
796569,796,950
452539,720,1195
837640,445,743
383791,569,890
560616,442,698
683764,974,1216
794375,544,700
734668,378,430
782968,912,982
323085,447,574
334898,906,932
411421,297,439
168804,881,942
749852,522,675
128199,910,1253
179844,409,573
574519,726,897
721738,92,126
883198,667,1152
752090,496,724
132278,255,513
704796,475,532
583603,915,1102
280897,451,921
643276,845,1002
104923,538,838
458156,837,899
255481,661,854
153855,427,441
515754,279,569
82857,163,471
210799,245,527
733107,550,765
765540,787,1228
503558,785,1212
605976,752,1101
796161,551,638
113186,574,595
313896,324,565
339969,664,759
730909,712,1194
457363,995,1344
238946,956,1098
120705,136,439
609960,403,677
238782,697,984
239055,116,577
468307,698,1015
182996,164,307
83941,98,247
638562,173,594
601026,280,635
413688,510,555
862153,582,795
706919,555,590
875109,675,1154
286855,783,972
893279,756,1118
553732,466,868
764328,160,611
574621,558,767
114573,623,957
465509,855,1044
371711,722,1165
499306,724,1039
292493,203,242
362491,285,414
615652,696,961
325443,868,999
218453,526,962
746880,190,326
85345,802,1076
99581,12,45
97565,493,606
80274,878,952
249032,157,279
372577,168,364
601930,695,940
87801,420,771
341070,377,556
208630,434,549
631104,884,1060
237546,905,937
419230,510,665
411015,195,608
525448,943,979
596547,995,1426
288999,131,428
523468,27,201
356068,411,910
492529,763,1109
91239,422,432
202992,466,479
549407,575,662
827366,388,873
708549,26,108
636537,244,611
207497,502,907
833443,177,194
848706,896,1048
859703,634,891
710704,872,1089
312998,27,47
680269,472,931
405180,742,1076
594858,932,1083
204344,442,728
699914,942,1174
117396,756,1197
305889,859,1036
202766,670,688
120630,482,785
518615,7,94
379311,545,617
283664,864,1119
367483,897,1022
380905,421,594
689356,505,945
189063,497,541
435273,18,448
155057,979,1422
126389,899,1252
670675,897,1060
97237,105,326
712971,791,902
153267,4,197
134974,738,806
858795,291,369
83284,975,1120
740789,56,87
424963,653,963
253938,293,383
244054,423,665
788242,367,641
388376,993,1109
485293,145,234
148365,672,943
664993,69,183
427621,831,1126
171016,590,816
642893,8,175
429927,205,288
232259,376,603
660770,462,762
785300,332,360
110663,535,971
387189,809,1004
730187,728,1131
738246,475,545
84480,406,507
767777,482,795
715971,538,991
263579,227,679
826728,72,310
813221,554,1023
527320,401,741
707948,972,1266
779949,496,813
585171,471,697
751270,845,1326
573806,533,1009
811516,850,1179
232338,382,431
618341,86,495
287568,104,344
647530,912,1159
770298,421,709
779118,905,932
443292,749,1234
433161,498,718
609962,171,268
278372,511,986
449383,401,851
264761,424,580
299047,160,469
723976,996,1296
812542,154,624
391002,770,1090
89372,189,325
517902,416,512
236500,363,796
138008,584,648
101528,529,766
431004,738,1053
749441,752,1243
300650,139,517
865118,752,1140
649401,895,1111
799442,439,847
532966,604,660
854811,959,1345
428158,960,1406
887863,381,716
557191,449,772
873372,735,908
90790,250,596
694240,327,578
583359,937,1061
91540,400,852
677105,140,303
168813,293,480
649065,513,1011
623699,23,427
439587,525,572
163281,799,1065
718928,917,1253
619988,77,118
864527,782,823
466896,317,541
780487,362,605
872779,642,1138
229284,905,1277
84934,643,978
231373,13,490
311977,951,1292
574705,178,196
831321,640,782
889138,895,1117
163871,845,1104
220364,762,843
260401,364,816
869766,520,1018
603410,495,675
80197,859,1268
225866,883,1333
274649,898,1227
122831,101,329
808086,828,1063
411751,846,985
305105,101,305
547020,696,825
402636,586,667
447853,476,611
200998,260,664
611840,910,1035
253042,95,324
119770,390,542
407322,395,489
868531,30,419
553294,14,410
769950,486,726
399343,262,677
793910,84,367
354630,656,951
728823,375,496
890713,572,983
841553,927,1424
127859,200,377
161236,602,735
274023,162,434
699954,967,1231
140993,821,1268
569289,562,824
517851,243,567
471000,808,884
674480,928,1392
578708,922,1082
179985,539,641
630042,572,1033
187272,388,585
831185,477,946
421218,670,940
872710,299,438
728100,751,1032
533101,862,1081
647492,44,389
601793,491,969
815920,88,529
479916,451,804
371618,160,370
718828,131,276
264736,73,120
534109,199,399
213279,566,631
646051,318,663
164113,363,808
148595,730,1067
470758,530,725
858380,845,1086
539649,562,849
814265,735,782
600312,887,1144
695996,632,841
347638,918,1306
440402,571,821
185485,123,245
158564,909,1389
386637,307,539
851142,112,330
851371,149,341
528939,476,758
561727,589,1035
848831,177,584
593847,265,563
319899,15,233
649562,723,1129
784128,294,506
149359,882,971
453144,907,1263
95989,949,1314
885095,361,584
472580,683,932
731833,26,231
172621,663,730
608487,247,598
609686,959,1320
789412,433,649
210574,304,798
456184,22,201
719202,974,1323
642180,615,707
414582,162,426
512476,211,248
468817,637,719
488841,692,835
125527,643,892
87061,671,807
227268,77,288
257104,763,945
127648,963,1144
782884,43,432
579896,650,768
338127,476,766
811274,958,1081
599130,151,396
612808,567,971
600118,830,920
697787,419,447
390247,737,764
216417,869,1147
209795,802,1065
96826,523,637
527723,521,967
785064,166,194
287747,213,366
810363,950,1427
423209,602,923
126376,738,1162
700158,534,779
165237,304,480
83624,474,924
645208,158,370
339857,834,953
764094,64,561
605323,71,487
637730,589,621
892233,233,255
335788,917,1367
186970,717,1101
743827,199,407
361867,37,253
477093,810,1046
230814,565,653
623230,988,1416
298396,719,1153
317362,169,200
182724,577,1070
439971,258,501
566377,104,144
899365,891,1117
775216,837,1064
893961,31,405
555408,39,431
442573,267,496
726054,421,876
138810,361,575
875057,310,658
83367,222,333
208490,615,761
683173,24,495
635254,217,584
411273,730,752
407173,345,395
401303,141,523
622968,695,731
378833,721,1002
580861,331,760
259898,592,810
733268,293,507
504796,815,1119
714382,679,995
817804,91,397
482374,527,683
141112,433,527
95217,425,539
407541,302,572
854878,133,343
137741,345,542
740873,39,302
111062,529,542
683362,791,1140
626604,188,364
166764,544,822
222282,15,322
764465,394,744
251461,548,661
573931,129,310
372823,512,894
182935,764,1114
575561,822,1120
97146,676,824
868591,89,349
123233,933,977
483459,149,637
621067,922,1238
815783,881,1018
680557,110,137
436627,763,799
703803,544,942
503845,297,451
552297,512,579
599391,370,660
297705,422,553
232292,72,97
332134,328,595
450231,665,708
692648,680,776
893986,71,556
111192,451,577
899325,222,383
838670,919,1398
277474,23,110
334712,822,868
785376,600,1031
136051,893,1121
184802,132,306
741437,68,93
260233,858,1093
141167,415,907
831398,230,568
381636,766,1094
610402,157,608
124688,789,1215
81726,584,836
373251,509,900
656745,315,607
155256,668,837
469042,371,588
292107,59,261
566992,493,912
243832,609,745
889632,26,311
354526,41,225
860681,485,695
210328,340,577
685248,965,1369
563252,675,1133
722268,770,928
553435,619,973
812073,119,237
528384,264,592
90915,13,98
853873,165,367
531034,959,1074
426993,454,761
376089,665,694
390283,797,1058
696990,348,677
617506,287,463
110131,390,502
356474,773,898
273601,344,639
462598,481,975
601872,244,424
794792,225,236
285505,902,1266
523773,854,1202
339426,233,388
506217,483,553
250662,691,851
139685,567,734
872592,746,969
465485,733,1082
214984,617,763
185897,931,1094
781877,407,524
110787,491,773
323615,487,938
100877,759,1133
113475,803,1140
164915,987,1077
574865,304,541
782602,671,947
770123,484,945
863814,344,427
618379,799,885
759127,907,1317
124375,756,780
833573,693,753
685929,240,660
599621,958,1291
426051,958,1069
677095,700,1002
696317,18,112
828473,802,1217
350633,187,437
829044,232,341
409800,795,1060
677896,440,489
840259,580,1000
383555,423,447
125996,345,701
433242,235,395
356106,179,513
706577,730,1090
335419,120,495
848842,911,1287
594876,40,150
387793,858,1300
783527,61,72
874994,873,1008
94678,711,1046
657781,174,448
516942,566,980
819309,511,554
647387,831,901
886290,292,699
637231,300,680
484335,76,264
602898,351,470
128728,703,841
337349,572,691
733204,294,431
341982,605,900
886476,553,569
608162,940,1105
654210,294,542
558011,611,690
511568,648,773
86636,57,480
80909,781,1049
798968,91,393
569770,206,396
802984,597,639
299639,593,1015
542571,813,1119
573359,178,370
481527,532,559
528767,657,905
676499,737,1204
485043,744,870
121447,809,953
535084,707,1165
832736,651,1019
98344,22,205
359443,818,844
379955,85,174
283461,233,462
150626,826,1250
355854,850,1188
872949,291,687
735177,798,1154
269944,309,780
853583,30,221
820752,79,272
876687,777,1005
710786,415,559
129811,380,689
707305,667,1090
266915,923,1382
786403,625,819
337991,930,1202
593158,852,1106
508706,8,159
144374,187,551
199836,164,191
850201,540,688
516876,222,258
412520,69,535
709097,48,402
633538,680,711
697065,388,487
183399,851,1284
828250,790,961
836443,248,488
784491,9,232
274837,310,664
548234,892,1130
566795,772,1051
501540,880,1170
380836,146,565
851851,733,1083
534063,351,479
458620,445,887
514101,567,786
712139,444,700
852355,634,839
212325,876,1081
847637,611,1064
807838,344,470
103709,450,752
420998,331,540
789879,917,1413
764241,937,1305
262404,557,634
513989,666,1051
96854,116,469
599638,18,82
110245,160,203
802799,212,635
668283,467,862
888193,833,1159
340533,346,548
342748,501,593
856002,800,1270
842587,51,429
383580,273,575
681815,143,360
84826,625,1084
850903,632,891
480505,557,789
249631,776,857
611228,86,100
259799,789,1156
629116,78,266
255041,219,268
825520,747,940
125495,233,363
510389,379,403
894845,388,472
256387,136,534
865852,37,394
721747,524,889
404538,241,330
246160,932,1208
856466,163,542
157826,383,826
749739,205,486
574712,527,870
602200,952,1065
235253,957,1251
690660,182,576
673720,371,704
660935,763,1200
256578,780,906
85608,151,497
186040,833,1297
510652,271,670
662536,712,819
664238,111,132
749261,655,890
401218,139,574
256378,239,323
632314,910,957
322339,679,986
472028,718,920
437914,622,838
762623,552,704
616467,374,533
646111,336,661
493524,181,572
605549,199,676
229699,865,1038
716298,728,1122
359517,47,131
306598,661,954
220052,245,579
252086,23,404
724415,837,1230
486939,412,707
553654,424,775
403353,73,355
522291,270,578
765829,562,610
675042,358,754
590669,429,776
465724,374,398
212257,117,174
487813,575,696
411549,703,714
195620,799,944
561625,587,768
680562,820,973
473148,218,579
435051,70,314
831672,939,1423
443992,932,1146
660602,21,316
115666,367,570
816885,604,1064
600350,986,1471
415343,401,494
191016,644,735
354274,120,249
637959,590,1024
577259,536,700
800752,811,1055
353179,477,589
196720,491,718
565328,211,282
708798,301,369
708291,953,1223
639702,263,401
476201,378,709
641160,544,806
582159,481,502
265230,720,1036
852210,293,607
227789,305,788
575030,746,892
816712,794,925
92308,903,1353
434821,357,377
314954,644,1042
759731,345,745
409864,206,263
257498,515,631
481444,167,383
502066,539,676
675128,852,1046
807770,41,128
559714,795,1284
127665,46,409
133462,995,1408
114353,872,1065
898255,562,802
137984,675,976
271741,893,1069
82520,569,825
726836,500,985
234847,133,272
731493,703,1112
521322,136,538
718153,875,1096
596616,193,653
668147,376,719
436213,634,927
558128,748,912
887799,50,166
502278,624,929
759599,635,1133
311242,963,1186
537757,176,297
395361,196,254
374712,953,1157
576104,604,665
436180,464,948
545309,154,368
662280,999,1125
515977,359,758
442047,62,214
770874,261,336
86301,526,620
159826,929,985
816453,879,1288
793963,149,225
796059,352,682
864099,266,699
815761,910,1222
691631,710,847
554138,90,244
191133,597,900
792431,635,1068
134365,868,1039
252026,364,526
691924,542,743
202676,96,444
880016,703,830
532920,723,1107
854711,142,357
824378,416,856
693102,784,1177
443932,560,1049
322378,632,1014
181834,62,505
526916,324,711
407046,795,916
474063,304,676
108387,955,1407
162485,934,968
260984,677,880
433777,502,589
482288,669,958
430479,172,336
787044,491,843
177833,597,703
405660,530,554
572431,995,1452
527409,278,436
482618,404,849
543084,622,1031
331300,252,723
496328,30,269
787625,379,471
119017,669,688
835446,97,183
307761,604,993
527675,609,884
688925,780,1120
560438,976,1267
169227,45,425
875625,563,831
779188,289,604
329693,954,1071
324050,738,1230
523308,510,775
662332,328,763
285925,678,999
108121,559,986
753921,688,717
617628,391,436
883544,315,347
460770,240,286
821097,42,239
681867,69,472
425609,859,1151
183042,278,699
699535,640,1092
217341,821,1118
595234,653,862
425302,891,1324
130770,458,756
87719,617,775
399107,317,511
256911,554,626
316181,415,440
826936,682,1150
565456,888,1214
897154,567,914
318736,874,1102
303633,869,1305
803921,345,840
718099,128,157
676009,883,1132
101974,112,344
587724,753,1081
753636,403,508
717469,215,607
752617,217,383
823276,52,199
301111,196,334
151973,381,404
229864,762,820
120945,960,1047
639186,974,1229
525307,507,924
127368,768,821
723101,670,1014
203527,588,949
201460,612,861
741686,321,498
267642,482,945
151572,255,649
286006,929,1327
156354,823,1031
459355,796,1274
408727,9,113
202460,940,1020
636801,527,681
730788,750,937
416023,563,594
640001,643,811
433722,17,494
122675,45,283
739653,423,556
298036,436,672
191664,669,1144
86603,218,331
94072,249,345
784113,352,772
375925,155,207
318763,394,482
260689,170,212
117929,847,1234
647457,793,836
619423,585,722
343520,731,1123
403872,135,288
605573,498,569
467409,999,1356
643335,935,1038
490930,165,618
712553,576,838
806582,834,1194
660593,390,770
398856,962,1368
491427,496,617
165962,136,215
820259,244,349
873240,252,743
395221,720,954
638172,936,1371
376337,211,226
750882,68,401
471358,952,1108
263019,615,643
851269,690,1148
583683,162,600
741681,106,534
599168,221,277
384424,264,688
630752,71,558
458675,719,1181
171748,361,382
640778,672,906
356384,86,423
506631,276,319
120238,974,1005
343304,314,563
540135,776,830
752514,807,1104
183575,176,631
572412,544,683
255104,609,997
535972,892,962
691749,633,840
670265,82,241
210635,739,853
885968,443,706
373978,953,1005
884588,467,953
252892,47,435
804419,884,946
498840,522,756
606124,47,140
497912,897,1049
670261,754,1220
521442,409,679
174459,782,1195
876675,851,1306
622782,762,915
793503,190,228
476690,14,200
363330,100,276
525571,100,190
238306,837,913
342586,317,704
233150,312,477
493340,760,1165
465102,883,1188
572419,482,523
235424,299,599
731065,792,848
215022,919,1265
850760,561,808
641346,137,482
182435,433,456
103975,592,963
228882,694,804
419263,782,1212
455264,1,275
732444,333,593
657672,339,827
801214,908,1250
714143,460,938
849957,956,1183
866323,949,1098
142672,840,1023
549152,394,864
597998,477,627
661677,213,300
774398,875,1038
717277,989,1248
685810,112,364
711926,457,543
609892,654,788
162512,497,587
487346,469,580
302576,8,262
253228,833,970
239136,190,672
748680,158,639
289926,696,1165
716065,91,452
121479,571,902
254651,600,1023
289020,853,951
778913,882,1100
126115,84,426
294128,945,1274
388315,557,846
606801,396,669
889443,944,1434
635121,724,1211
575851,917,1364
773289,380,458
865811,744,857
508170,502,858
675840,350,567
789745,924,1291
410871,335,363
157358,732,1201
869619,137,422
155849,715,868
106411,837,890
655675,837,1154
263365,303,462
265214,11,301
497328,871,1099
487940,257,412
719659,926,1284
875539,360,690
170038,766,858
286369,825,1209
469034,602,990
402135,252,290
881815,302,525
740407,644,957
91173,409,452
235746,553,1004
528266,793,1056
722688,647,934
376799,989,1190
378472,637,832
600815,970,1244
455294,582,681
269146,258,750
504739,77,256
418900,870,1189
230174,208,500
186641,556,785
673645,274,639
499531,572,975
381438,871,882
660029,521,689
882411,549,606
375740,789,827
360503,526,888
714419,679,1045
630668,4,274
265992,472,661
204773,228,289
259745,619,1070
680008,128,268
508604,20,220
322919,398,855
189919,369,709
492742,556,1005
655363,697,1109
341193,331,420
581354,591,662
434270,435,914
305487,996,1305
772320,830,1225
857941,665,868
766625,233,504
116149,994,1020
891901,202,392
243833,479,847
486020,127,310
267467,549,662
701685,591,993
579792,402,717
455889,758,928
633354,662,972
336526,407,529
555336,96,224
200988,57,241
500544,927,1270
695794,114,367
583112,987,1355
129816,228,286
423155,22,519
246447,337,736
195484,235,447
636518,687,807
591863,190,353
601659,442,736
651543,533,901
760246,331,718
529580,23,140
237685,804,1197
808697,893,1290
585820,213,667
233874,849,949
687311,640,1117
513874,338,696
754179,587,643
184872,651,844
742803,150,192
626555,121,346
756940,50,451
680950,90,161
158362,554,915
480775,202,551
625463,66,563
449689,642,941
468603,125,197
412212,797,1047
191226,112,485
880969,468,487
606454,94,573
242323,824,883
897765,984,1456
646041,381,494
840287,514,764
651519,303,480
121537,535,1027
184518,370,466
327577,598,942
712204,714,1147
539882,996,1398
768494,755,1223
190635,680,775
846977,113,476
684401,920,1370
859570,240,726
557934,23,92
281650,430,566
251532,945,1076
885639,259,648
845465,425,809
428380,660,937
371182,18,171
274536,359,722
669035,937,1378
244173,943,1339
893036,17,125
887340,329,377
448421,100,326
339072,553,918
157116,281,535
467686,98,170
680821,895,1094
751951,787,1276
750282,805,964
782143,993,1162
607545,524,748
366874,566,971
579443,311,525
834218,911,1344
852229,284,526
192284,616,840
630289,561,595
611384,486,648
290902,663,860
268579,410,741
597706,84,150
628336,689,954
860830,599,926
870035,238,279
606736,896,946
525774,146,555
224505,249,725
735566,305,717
132181,151,430
392478,308,801
862322,53,96
474100,72,472
426405,823,1271
769767,91,243
349511,335,714
762962,925,1298
865045,63,467
675186,969,1381
159556,227,237
529918,978,1470
844974,738,769
838650,609,801
350027,774,1067
619314,313,472
466561,409,542
127655,23,181
676938,137,303
353731,494,853
152034,813,841
589402,36,258
260312,308,513
472581,43,405
824934,763,1007
390049,468,493
388223,11,278
781076,467,670
432610,19,224
741076,82,384
169786,624,1029
484408,586,851
525665,841,1217
512723,845,862
601458,679,1121
145902,155,187
697588,370,478
109583,109,475
175388,517,715
586025,814,1075
535726,610,745
735095,404,578
509038,107,460
527157,123,367
744940,589,602
151417,799,1045
408416,992,1476
310701,290,585
609762,819,921
99900,72,554
800079,783,872
631218,822,873
249112,655,1017
264882,814,850
866799,324,351
207680,232,394
852821,204,415
596010,44,254
316768,77,369
467091,861,872
405858,631,782
709691,205,474
174621,219,622
841958,304,499
653436,793,1162
853042,700,738
674926,64,157
818090,8,436
532486,722,850
196195,766,1079
800931,128,324
451288,285,369
789553,667,1162
790137,45,378
739621,753,1064
354156,832,1009
585555,452,863
744314,895,1089
351757,587,923
546899,143,228
661153,391,786
199999,734,1089
719958,304,487
105317,178,496
214219,671,810
871456,24,373
725010,538,593
342852,29,471
526927,723,985
108630,738,1007
154772,638,732
657168,728,1039
164525,729,878
242687,718,1069
620143,796,1014
222767,654,778
417345,866,1361
105853,238,271
615997,797,952
801789,601,898
151662,442,774
437526,304,488
146103,693,1139
810312,966,1086
103552,902,913
383310,844,1309
884963,432,770
565146,814,985
648633,520,815
209115,22,244
275606,527,804
581753,258,624
426075,742,846
197359,949,984
488398,664,703
445462,257,392
159777,244,283
